"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2014","Greece","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","305",""
"2014","Greece","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","305",""
"2014","Greece","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","85",""
"2014","Greece","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","80",""
"2014","Greece","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","390",""
"2014","Greece","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","385",""
"2014","Greece","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","925",""
"2014","Greece","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","835",""
"2014","Greece","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","460",""
"2014","Greece","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","410",""
"2014","Greece","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","15",""
"2014","Greece","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","15",""
"2014","Spain","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","945",""
"2014","Spain","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","940",""
"2014","Spain","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","200",""
"2014","Spain","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","200",""
"2014","Spain","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","1,145",""
"2014","Spain","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","1,140",""
"2014","Spain","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","3,130",""
"2014","Spain","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","3,045",""
"2014","Spain","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","1,265",""
"2014","Spain","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","1,205",""
"2014","Spain","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","75",""
"2014","Spain","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","75",""
"2014","Spain","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","500",""
"2014","Spain","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","495",""
"2014","Spain","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","115",""
"2014","Spain","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","115",""
"2014","Spain","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","615",""
"2014","Spain","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","610",""
"2014","Spain","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","2,335",""
"2014","Spain","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","2,270",""
"2014","Spain","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","845",""
"2014","Spain","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","795",""
"2014","Spain","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","30",""
"2014","Spain","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","30",""
"2014","Spain","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","445",""
"2014","Spain","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","445",""
"2014","Spain","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","80",""
"2014","Spain","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","80",""
"2014","Spain","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","530",""
"2014","Spain","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","525",""
"2014","Spain","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","795",""
"2014","Spain","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","775",""
"2014","Spain","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","420",""
"2014","Spain","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","410",""
"2014","Spain","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","45",""
"2014","Spain","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","45",""
"2014","France","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","12,165",""
"2014","France","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","12,160",""
"2014","France","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","1,775",""
"2014","France","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","1,775",""
"2014","France","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","13,945",""
"2014","France","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","13,940",""
"2014","France","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","32,770",""
"2014","France","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","29,420",""
"2014","France","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","16,800",""
"2014","France","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","14,725",""
"2014","France","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","790",""
"2014","France","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","760",""
"2014","France","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","6,200",""
"2014","France","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","6,195",""
"2014","France","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","945",""
"2014","France","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","945",""
"2014","France","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","7,145",""
"2014","France","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","7,140",""
"2014","France","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","21,860",""
"2014","France","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","19,385",""
"2014","France","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","10,405",""
"2014","France","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","8,955",""
"2014","France","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","310",""
"2014","France","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","300",""
"2014","France","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","5,965",""
"2014","France","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","5,965",""
"2014","France","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","835",""
"2014","France","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","835",""
"2014","France","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","6,800",""
"2014","France","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","6,800",""
"2014","France","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","10,910",""
"2014","France","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","10,030",""
"2014","France","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","6,395",""
"2014","France","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","5,770",""
"2014","France","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","480",""
"2014","France","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","465",""
"2014","Croatia","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","5",""
"2014","Croatia","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","5",""
"2014","Croatia","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","10",""
"2014","Croatia","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","10",""
"2014","Croatia","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","15",""
"2014","Croatia","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","15",""
"2014","Croatia","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","340",""
"2014","Croatia","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","285",""
"2014","Croatia","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","95",""
"2014","Croatia","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","80",""
"2014","Croatia","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","0",""
"2014","Croatia","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","0",""
"2014","Croatia","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","0",""
"2014","Croatia","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","0",""
"2014","Croatia","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","10",""
"2014","Croatia","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","10",""
"2014","Croatia","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","10",""
"2014","Croatia","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","10",""
"2014","Croatia","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","320",""
"2014","Croatia","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","270",""
"2014","Croatia","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","90",""
"2014","Croatia","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","75",""
"2014","Croatia","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","0",""
"2014","Croatia","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","0",""
"2014","Croatia","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","5",""
"2014","Croatia","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","5",""
"2014","Croatia","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","0",""
"2014","Croatia","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","0",""
"2014","Croatia","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","5",""
"2014","Croatia","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","5",""
"2014","Croatia","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","15",""
"2014","Croatia","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","15",""
"2014","Croatia","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","5",""
"2014","Croatia","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","5",""
"2014","Croatia","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","0",""
"2014","Croatia","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","0",""
"2014","Italy","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","1,810",""
"2014","Italy","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","1,745",""
"2014","Italy","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","2,600",""
"2014","Italy","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","2,600",""
"2014","Italy","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","4,410",""
"2014","Italy","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","4,340",""
"2014","Italy","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","54,170",""
"2014","Italy","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","53,465",""
"2014","Italy","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","5,995",""
"2014","Italy","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","5,805",""
"2014","Italy","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","45",""
"2014","Italy","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","45",""
"2014","Italy","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","1,000",""
"2014","Italy","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","965",""
"2014","Italy","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","2,535",""
"2014","Italy","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","2,535",""
"2014","Italy","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","3,530",""
"2014","Italy","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","3,500",""
"2014","Italy","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","51,010",""
"2014","Italy","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","50,420",""
"2014","Italy","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","5,130",""
"2014","Italy","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","4,960",""
"2014","Italy","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","20",""
"2014","Italy","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","20",""
"2014","Italy","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","815",""
"2014","Italy","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","780",""
"2014","Italy","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","65",""
"2014","Italy","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","65",""
"2014","Italy","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","880",""
"2014","Italy","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","845",""
"2014","Italy","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","3,155",""
"2014","Italy","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","3,040",""
"2014","Italy","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","865",""
"2014","Italy","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","845",""
"2014","Italy","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","25",""
"2014","Italy","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","25",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","275",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","265",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","85",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","85",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","360",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","350",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","965",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","770",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","410",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","350",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","5",""
"2014","Cyprus","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","5",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","140",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","135",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","55",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","55",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","190",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","190",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","735",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","545",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","235",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","180",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","0",""
"2014","Cyprus","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","0",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","135",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","130",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","30",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","30",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","165",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","160",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","230",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","225",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","175",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","170",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","5",""
"2014","Cyprus","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","5",""
"2014","Latvia","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","40",""
"2014","Latvia","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","40",""
"2014","Latvia","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","20",""
"2014","Latvia","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","15",""
"2014","Latvia","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","60",""
"2014","Latvia","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","55",""
"2014","Latvia","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","185",""
"2014","Latvia","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","180",""
"2014","Latvia","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","120",""
"2014","Latvia","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","115",""
"2014","Latvia","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","15",""
"2014","Latvia","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","15",""
"2014","Latvia","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","20",""
"2014","Latvia","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","20",""
"2014","Latvia","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","10",""
"2014","Latvia","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","10",""
"2014","Latvia","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","25",""
"2014","Latvia","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","25",""
"2014","Latvia","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","140",""
"2014","Latvia","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","140",""
"2014","Latvia","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","80",""
"2014","Latvia","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","75",""
"2014","Latvia","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","0",""
"2014","Latvia","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","0",""
"2014","Latvia","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","25",""
"2014","Latvia","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","20",""
"2014","Latvia","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","10",""
"2014","Latvia","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","10",""
"2014","Latvia","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","35",""
"2014","Latvia","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","30",""
"2014","Latvia","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","40",""
"2014","Latvia","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","40",""
"2014","Latvia","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","40",""
"2014","Latvia","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","35",""
"2014","Latvia","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","15",""
"2014","Latvia","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","15",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","90",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","80",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","15",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","15",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","105",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","95",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","220",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","190",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","115",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","100",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","5",""
"2014","Lithuania","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","0",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","35",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","30",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","10",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","10",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","45",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","40",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","165",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","140",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","80",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","70",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","0",""
"2014","Lithuania","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","0",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","50",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","50",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","5",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","5",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","55",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","55",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","55",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","50",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","35",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","30",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","0",""
"2014","Lithuania","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","0",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","290",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","260",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","65",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","55",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","355",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","315",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","570",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","520",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","220",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","190",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","5",""
"2014","Luxembourg","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","5",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","145",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","130",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","45",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","35",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","190",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","170",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","415",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","385",""
"2014","Luxembourg","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","155",""
